rowid	repo	accession	data url	total citations	article reference note; see also: 'COMMENTS'	article reference	PubMed ID	Data Collection Article DOI	in ISI Web of Science? (Y/N)	How many merged citation records?	How many merged citation records?	WoS Cited by how many?	COMMENTS	Google Scholar Search Term	Search results	Dropbox filenames (for multiple files or multiple citations)	Imported to Mendeley?	Link ot GS results	MONTH_wos_citingPaper_colxn	DAY_wos_citingPaper_colxn	YEAR_wos_citingPaper_colxn	string matched to (partial) file name to extract data collection date data	Journal (for Journal Archives Set)	"date made public (ArrayExpress, GEO)"	WOS cited by collected (HEPData)	Published and PrePrint INFO (HEPData)	"authors (GEOROC, Journal Archives (International Studies Quarterly = authors (pub. Yr.))"	"jrnl vol year pages (GEOROC); year (ICPSR); pub month, year, volume, issue (JournalArchives - but NOT: International Studies Quarterly; Journal of Peace Research = vol, issue only)"	"article title (GEOROC, JournalArchives)"	misc bibliographic (Biostats; Journal of Applied Econometrics; Journal of Conflict Resolution; International Studies Quarterly); page numbers( Journal of Money Credit and Banking; The Federal Reserve Bank of St Louis Review; American Economic Review); author_title ( Journal of Peace Research)	"article ref when multiple in record, if there was a difference in scope, this version is less inclusive (JournalArchives); article ref from data source (TreeBase)"	data citation (dataset doi) OLD that differ from NEW dataset DOI's (Pangaea)	Total Data Reuses (Pangaea)	Unable to access full text (Pangaea)	Date Recorded (Pangaea)
1	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.425285	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=1	28	NA	"Crosta, Xavier; Romero, Oscar E; Armand, Leanne K; Pichon, Jean-Jacques (2005): The biogeography of major diatom taxa in Southern Ocean sediments: 2. Open ocean related species. Palaeogeography, Palaeoclimatology, Palaeoecology, 223(1-2), 66-92, doi:10.1016/j.palaeo.2005.03.028"	NA	NA	y	1	1	28	NA	http://doi.pangaea.de/10.1594/PANGAEA.425285 OR 10.1594/PANGAEA.425285 OR doi:10.1594/PANGAEA.425285 -site:scientificcommons.org	0	NA	NA	NA	Nov	25	2010	10.1594/PANGAEA.425285	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.425285	NA	NA	NA
2	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.425286	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=2	11	NA	"Romero, Oscar E; Armand, Leanne K; Crosta, Xavier; Pichon, Jean-Jacques (2005): The biogeography of major diatom taxa in Southern Ocean sediments: 3. Subantarctic species. Palaeogeography, Palaeoclimatology, Palaeoecology, 223(1-2), 49-65,"	NA	NA	y	1	1	11	NA	http://doi.pangaea.de/10.1594/PANGAEA.425286 OR 10.1594/PANGAEA.425286 OR doi:10.1594/PANGAEA.425286 -site:scientificcommons.org	0	NA	NA	NA	Nov	25	2010	10.1016/j.palaeo.2005.03.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.03.027	NA	NA	NA
3	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.587450	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=3	81	NA	"Mosbrugger, Volker; Utescher, Torsten; Dilcher, David (2005): Cenozoic continental climatic evolution of Central Europe. Proceedings of the National Academy of Sciences (PNAS), 102(42), 14964 - 14969"	NA	NA	y	3	3	81	NA	http://doi.pangaea.de/10.1594/PANGAEA.587450 OR 10.1594/PANGAEA.587450 OR doi:10.1594/PANGAEA.587450 -site:scientificcommons.org	1	NA	NA	http://scholar.google.com/scholar?hl=en&q=http%3A%2F%2Fdoi.pangaea.de%2F10.1594%2FPANGAEA.587450+OR+10.1594%2FPANGAEA.587450+OR+doi%3A10.1594%2FPANGAEA.587450+-site%3Ascientificcommons.org&btnG=Search&as_sdt=0%2C48&as_ylo=&as_vis=0	Nov	25	2010	10.1073/pnas.0505267102	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1073/pnas.0505267102	NA	NA	NA
4	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.693988	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=4	22	NA	"Boulay, Sebastien; Colin, C; Trentesaux, A; Frank, Norbert; Liu, Z (2005): Sediment sources and East Asian monsoon intensity over the last 450 ky. Mineralogical and geochemical investigations on South China Sea sediments. Palaeogeography, Palaeoclimatology, Palaeoecology, 228(3-4), 260-277"	NA	NA	y	2	2	22	NA	http://doi.pangaea.de/10.1594/PANGAEA.693988 OR 10.1594/PANGAEA.693988 OR doi:10.1594/PANGAEA.693988 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2005.06.005	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.06.005	NA	NA	NA
5	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694021	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=5	24	NA	"Raffi, Isabella; Backman, Jan; P_like, Heiko (2005): Changes in calcareous nannofossil assemblages across the Paleocene/Eocene transition from the paleo-equatorial Pacific Ocean. Palaeogeography, Palaeoclimatology, Palaeoecology, 226(1-2), 93-126,"	NA	NA	y	1	1	24	NA	http://doi.pangaea.de/10.1594/PANGAEA.694021 OR 10.1594/PANGAEA.694021 OR doi:10.1594/PANGAEA.694021 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2005.05.006	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.05.006	NA	NA	NA
6	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694032	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=6	12	NA	"Alegret, Laia; Thomas, Ellen (2005): Cretaceous/Paleogene boundary bathyal paleo-environments in the central North Pacific (DSDP Site 465), the Northwestern Atlantic (ODP Site 1049), the Gulf of Mexico and the Tethys: The benthic foraminiferal record. Palaeogeography, Palaeoclimatology, Palaeoecology, 224(1-3), 53-82,"	NA	NA	y	1	1	12	NA	http://doi.pangaea.de/10.1594/PANGAEA.694032 OR 10.1594/PANGAEA.694032 OR doi:10.1594/PANGAEA.694032 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2005.03.031	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.03.031	NA	NA	NA
7	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694035	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=7	7	NA	"Zheng, Fan; Li, Qianyu; Li, Baohua; Chen, Muhong; Tu, Xia; Tian, Jun; Jian, Zhimin (2005): A millennial scale planktonic foraminifer record of the mid-Pleistocene climate transition from the northern South China Sea. Palaeogeography, Palaeoclimatology, Palaeoecology, 223(3-4), 349-363"	NA	NA	y	1	1	7	NA	http://doi.pangaea.de/10.1594/PANGAEA.694035 OR 10.1594/PANGAEA.694035 OR doi:10.1594/PANGAEA.694035 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2005.04.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.04.018	NA	NA	NA
8	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694036	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=8	7	NA	"Denison, SM; Maslin, Mark A; Boot, C; Pancost, Richard D; Ettwein, VJ (2005): Precession-forced changes in South West African vegetation during Marine Isotope Stages 101-100 (~2.56-2.51 Ma). Palaeogeography, Palaeoclimatology, Palaeoecology, 220(3-4), 375-386"	NA	NA	y	2	2	7	NA	http://doi.pangaea.de/10.1594/PANGAEA.694036 OR 10.1594/PANGAEA.694036 OR doi:10.1594/PANGAEA.694036 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2005.02.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2005.02.001	NA	NA	NA
9	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694040	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=9	8	NA	"Udeze, Chioma; Oboh-Ikuenobe, Francisca E (2005): Neogene palaeoceanographic and palaeoclimatic events inferred from palynological data: Cape Basin off South Africa, ODP Leg 175. Palaeogeography, Palaeoclimatology, Palaeoecology, 219(3-4), 199-223,"	NA	NA	y	1	1	8	NA	http://doi.pangaea.de/10.1594/PANGAEA.694040 OR 10.1594/PANGAEA.694040 OR doi:10.1594/PANGAEA.694040 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2004.12.026	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2004.12.026	NA	NA	NA
10	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.694041	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=10	33	NA	"Westerhold, Thomas; Bickert, Torsten; R_hl, Ursula (2005): Middle to late Miocene oxygen isotope stratigraphy of ODP site 1085 (SE Atlantic): new constrains on Miocene climate variability and sea-level fluctuations. Palaeogeography, Palaeoclimatology, Palaeoecology, 217(3-4), 205-222"	NA	NA	y	1	1	33	NA	http://doi.pangaea.de/10.1594/PANGAEA.694041 OR 10.1594/PANGAEA.694041 OR doi:10.1594/PANGAEA.694041 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1016/j.palaeo.2004.12.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1016/j.palaeo.2004.12.001	NA	NA	NA
11	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.705195	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=11	4	NA	"Hayward, Bruce W; Grenfell, Hugh R; Sabaa, Ashwaq T; Sikes, Elisabeth L (2005): Deep-sea benthic foraminiferal record of the Middle Pleistocene Climate Transition in the South-west Pacific. In: M. J. Head and P. L. Gibbard (eds.). Early Middle Pleistocene transitions: the land-ocean evidence. Geological Society (London), Special Publication, 247, 85-115"	NA	NA	y	3	3	4	NA	http://doi.pangaea.de/10.1594/PANGAEA.705195 OR 10.1594/PANGAEA.705195 OR doi:10.1594/PANGAEA.705195 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1594/PANGAEA.70519	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.70519	NA	NA	NA
12	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.706910	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=12	NA	NA	"Lorenz, Andrea (2005): Variability of benthic foraminifera north and south of the Denmark Strait. PhD Thesis, Mathematisch-Naturwissenschaftliche Fakult_t der Christian-Albrechts-Universit_t zu Kiel, 139 pp"	NA	NA	NA	NA	NA	NA	original dataset in pangaea	http://doi.pangaea.de/10.1594/PANGAEA.706910 OR 10.1594/PANGAEA.706910 OR doi:10.1594/PANGAEA.706910 -site:scientificcommons.org	1	NA	NA	NA	NA	NA	NA	10.1594/PANGAEA.706910	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.706910	NA	NA	NA
13	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.728135	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=13	32	NA	"Siegenthaler, Urs; Monnin, Eric; Kawamura, Kenji; Spahni, Renato; Schwander, Jakob; Stauffer, Bernhard; Stocker, Thomas F; Barnola, Jean-Marc; Fischer, Hubertus (2005): Supporting evidence from the EPICA Dronning Maud Land ice core for atmospheric CO2 changes during the past millennium. Tellus B, 57(1), 51-57"	NA	NA	y	1	1	32	NA	http://doi.pangaea.de/10.1594/PANGAEA.728135 OR 10.1594/PANGAEA.728135 OR doi:10.1594/PANGAEA.728135 -site:scientificcommons.org	0	NA	NA	NA	Nov	29	2010	10.1594/PANGAEA.728135	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.728135	NA	NA	NA
14	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.728454	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=14	10	NA	"Andreev, Andrei A; Tarasov, Pavel E; Ilyashuk, Boris P; Ilyashuk, Elena A; Cremer, Holger; Hermichen, Wolf-Dieter; Wischer, Frank; Hubberten, Hans-Wolfgang (2005): Holocene environmental history recorded in Lake Lyadhej-To sediments, Polar Urals, Russia. Palaeogeography, Palaeoclimatology, Palaeoecology, 223(3-4), 181-203"	NA	NA	y	1	1	10	NA	http://doi.pangaea.de/10.1594/PANGAEA.728454 OR 10.1594/PANGAEA.728454 OR doi:10.1594/PANGAEA.728454 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.728454	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.728454	NA	NA	NA
15	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.742767	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=15	NA	NA	"Shimkus, Kazimir M (2005): Processes of Sedimentation in the Mediterranean and Black Seas in the Late Cenozoic. Scientific World Publ. (Moscow); Lisitzin, A.P. and Emel'yanov, E.M. (Eds), 280 pp"	NA	NA	NA	NA	NA	NA	NA	http://doi.pangaea.de/10.1594/PANGAEA.742767 OR 10.1594/PANGAEA.742767 OR doi:10.1594/PANGAEA.742767 -site:scientificcommons.org	0	NA	NA	NA	NA	NA	NA	10.1594/PANGAEA.742767	NA	NA	NA	NA	NA	NA	NA	NA	NA	doi:10.1594/PANGAEA.742767	NA	NA	NA
16	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.728138	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=16	16	NA	"Winkelmann, Daniel; Knies, Jochen (2005): Recent distribution and accumulation of organic carbon on the continental margin west off Spitsbergen. Geochemistry, Geophysics, Geosystems, 6(9), Q09012"	NA	NA	y	4	4	16	NA	http://doi.pangaea.de/10.1594/PANGAEA.728138 OR 10.1594/PANGAEA.728138 OR doi:10.1594/PANGAEA.728138 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.728138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.670929	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=17	3	NA	"Schwarz, Winfried H; Trieloff, Mario; Altherr, Rainer (2005): Subduction of solar-type noble gases from extraterrestrial dust: constraints from high-pressure low-temperature metamorphic deep-sea sediments. Contributions to Mineralogy and Petrology, 149, 675-684"	NA	NA	y	1	1	3	NA	http://doi.pangaea.de/10.1594/PANGAEA.670929 OR 10.1594/PANGAEA.670929 OR doi:10.1594/PANGAEA.670929 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.670929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.708249	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=18	1	NA	"Simstich, Johannes; Erlenkeuser, Helmut; Spielhagen, Robert F; Stanovoy, Vladimir V (2005): Modern and Holocene hydrographic characteristics of the shallow Kara Sea shelf (Siberia) as reflected by stable isotopes of bivalves and benthic foraminifera. Boreas, 34(3), 252-263"	NA	NA	y	1	1	1	NA	http://doi.pangaea.de/10.1594/PANGAEA.708249 OR 10.1594/PANGAEA.708249 OR doi:10.1594/PANGAEA.708249 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.708249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.206394	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=19	6	NA	"Niebuhr, Birgit (2005): Geochemistry and time-series analyses of orbitally forced Upper Cretaceous marl-limestone rhythmites (Lehrte West Syncline, northern Germany). Geological Magazine, 142(1), 31-55"	NA	NA	y	1	1	6	NA	http://doi.pangaea.de/10.1594/PANGAEA.206394 OR 10.1594/PANGAEA.206394 OR doi:10.1594/PANGAEA.206394 -site:scientificcommons.org	1	NA	NA	http://scholar.google.com/scholar?hl=en&q=http%3A%2F%2Fdoi.pangaea.de%2F10.1594%2FPANGAEA.206394+OR+10.1594%2FPANGAEA.206394+OR+doi%3A10.1594%2FPANGAEA.206394+-site%3Ascientificcommons.org&btnG=Search&as_sdt=0%2C48&as_ylo=&as_vis=0	Nov	30	2010	10.1594/PANGAEA.206394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.484677	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=20	50	NA	"Bartoli, Gretta; Sarnthein, Michael; Weinelt, Mara; Erlenkeuser, Helmut; Garbe-Sch_nberg, Dieter; Lea, David W (2005): Final closure of Panama and the onset of northern hemisphere glaciation. Earth and Planetary Science Letters, 237, 33-44"	NA	NA	y	1	1	50	NA	http://doi.pangaea.de/10.1594/PANGAEA.484677 OR 10.1594/PANGAEA.484677 OR doi:10.1594/PANGAEA.484677 -site:scientificcommons.org	1	NA	NA	http://scholar.google.com/scholar?hl=en&q=http%3A%2F%2Fdoi.pangaea.de%2F10.1594%2FPANGAEA.484677+OR+10.1594%2FPANGAEA.484677+OR+doi%3A10.1594%2FPANGAEA.484677+-site%3Ascientificcommons.org&btnG=Search&as_sdt=0%2C48&as_ylo=&as_vis=0	Nov	30	2010	10.1594/PANGAEA.484677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.688263	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=21	9	NA	"Kouchinsky, Artem; Bengtson, Stefan; Pavlov, Vladimir; Runnegar, Bruce; Val'kov, Anatolij K; Young, Edward (2005): Pre-Tommotian age of the lower Pestrotsvet Formation in the Selinde section on the Siberian platform: carbon isotopic evidence. Geological Magazine, 142(4), 319-325"	NA	NA	y	2	2	9	NA	http://doi.pangaea.de/10.1594/PANGAEA.688263 OR 10.1594/PANGAEA.688263 OR doi:10.1594/PANGAEA.688263 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.688263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	6/2/2011
22	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.700959	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=22	41	NA	"Fantle, Matthew S; DePaolo, Donald J (2005): Variations in the marine Ca cycle over the past 20 million years. Earth and Planetary Science Letters, 237(1-2), 102-117"	NA	NA	y	1	1	41	NA	http://doi.pangaea.de/10.1594/PANGAEA.700959 OR 10.1594/PANGAEA.700959 OR doi:10.1594/PANGAEA.700959 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.700959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.710774	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=23	30	NA	"Milkov, Alexei V; Claypool, George E; Lee, Young-Joo; Sassen, Roger (2005): Gas hydrate systems at Hydrate Ridge offshore Oregon inferred from molecular and isotopic properties of hydrate-bound and void gases. Geochimica et Cosmochimica Acta, 69(4), 1007-1026"	NA	NA	y	2	2	30	NA	http://doi.pangaea.de/10.1594/PANGAEA.710774 OR 10.1594/PANGAEA.710774 OR doi:10.1594/PANGAEA.710774 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.710774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.710788	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=24	9	NA	"Chazey III, William J; Neal, Clive R (2005): Platinum group element constraints on source composition and magma evolution of the Kerguelen Plateau using basalts from ODP Leg 183. Geochimica et Cosmochimica Acta, 69(19), 4685-4701"	NA	NA	y	1	1	9	NA	http://doi.pangaea.de/10.1594/PANGAEA.710788 OR 10.1594/PANGAEA.710788 OR doi:10.1594/PANGAEA.710788 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.710788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
25	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.710795	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=25	11	NA	"Humphris, Susan E; Bach, Wolfgang (2005): On the Sr isotope and REE compositions of anhydrites from the TAG seafloor hydrothermal system. Geochimica et Cosmochimica Acta, 69(6), 1511-1525"	NA	NA	y	1	1	11	NA	http://doi.pangaea.de/10.1594/PANGAEA.710795 OR 10.1594/PANGAEA.710795 OR doi:10.1594/PANGAEA.710795 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.710795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
26	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.711534	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=26	4	NA	"Bahr, Andr_; Wong, HK; Yim, WW-S; Huang, G; L_dmann, Thomas; Chan, LS; Ridley Thomas, WN (2005): Stratigraphy of Quaternary inner-shelf sediments in Tai O Bay, Hong Kong, based on ground-truthed seismic profiles. Geo-Marine Letters, 25(1), 20-33"	NA	NA	y	1	1	4	NA	http://doi.pangaea.de/10.1594/PANGAEA.711534 OR 10.1594/PANGAEA.711534 OR doi:10.1594/PANGAEA.711534 -site:scientificcommons.org	0	NA	NA	NA	Nov	30	2010	10.1594/PANGAEA.711534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
27	Pangaea	http://doi.pangaea.de/10.1594/PANGAEA.712921	http://www.pangaea.de/search?count=1&minlat=&minlon=&maxlat=&maxlon=&mindate=&maxdate=&env=All&q=%40supplement+year:2005+citation:year:2005&offset=27	30	NA	"H_nisch, B_rbel; Hemming, N Gary (2005): Surface ocean pH response to variations in pCO2 through two full glacial cycles. Earth and Planetary Science Letters, 236(1-2), 305-314"	NA	NA	y	2	2	30	NA	http://doi.pangaea.de/10.1594/PANGAEA.712921 OR 10.1594/PANGAEA.712921 OR doi:10.1594/PANGAEA.712921 -site:scientificcommons.org	0	NA	NA	NA	Dec	4	2010	10.1594/PANGAEA.712921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
